"V1" "V2" "V3" "V4"
0.198572960016667 -0.885341671706954 0.462539772027583 1.38519994510718
0.352993371094892 -0.463635493161849 -2.07014963640019 -1.21998645951966
-0.542084509224584 1.15292906953617 0.650075461622766 0.911664876907672
-0.27486851024136 0.76189428606705 -0.180059205592372 0.64809358155885
-0.322553175184266 -0.0421390120573437 -0.56859233549122 -0.16545881337525
0.0939127468084659 0.733528983483768 -0.0438209498694335 0.304663378497072
0.00342499757649209 -0.532980190220392 0.156653432345262 -0.158551704817034
0.0124437022207877 -0.201014702203317 -0.319582386064112 0.423816325720249
-0.205442317984129 0.142076799502685 -0.298738590628333 0.0757861452604416
-0.582632157424119 0.744262367416 1.21455345322958 0.903258117673061
-0.425502735909468 0.364736668546029 0.676847723651879 0.762016904055376
-0.314054107318536 -0.720872627210785 1.14110110895289 -0.434937633630168
-0.172538998783223 1.17816070771786 0.973907118760391 0.865055113472127
-0.167607928841354 -0.281459616795225 -0.255760673289105 0.424490772751242
-0.281256911588878 0.425783621752474 -0.535850555562227 -0.0106266148030382
-0.458368352564572 0.399279148249894 0.323324482513892 0.0881974081115091
-0.239236624853844 0.590439173087324 0.195500390244066 0.184936451761668
0.269870740114675 -0.820913365512934 -0.194926544074011 0.993700359676682
-0.23935867086509 -0.0266134448480799 -0.44532849319008 -0.055162797599505
-0.738069195774712 1.3151979423643 1.259398707057 0.821863889662114
-0.328550704130274 0.079162888914186 0.0687471955867781 0.0503334554396093
-0.249412367455881 0.046348882114958 -0.253257917840286 0.0428996380856273
-0.047465620219509 -0.390753120470259 -0.923699344032055 -0.179576823758085
-0.0237752205443394 0.119448585146421 -0.335236968797308 0.0928201996001315
-0.307489666544221 0.428697728914424 0.456154118835984 0.657991559553285
-0.243645243242716 0.0674649071383095 0.33849597227492 -0.0993535582540998
-0.317066772604687 0.557892179431029 0.19131072600353 0.561789030546379
-0.112253041208405 0.156382159825103 -0.122294441925361 0.234481099775593
0.0068491507244807 -0.695999277283145 -0.529272243471237 -0.263686795812156
-0.451507773015183 0.714279611220075 0.598902387214418 -0.982239236360602
-0.0370821446653195 0.0460395202190553 -0.314218701617819 0.357044944683835
0.0376682662580101 0.0568660376121993 0.112587007339376 0.556992235512704
-0.304263869092417 -0.135151846086211 0.0889324530964575 0.0922046204639814
-0.304903619008903 0.390985049670534 0.0450304293156999 0.258442786233363
-0.387274418413095 0.224336458979976 -0.148148276432169 0.186974930488217
-0.161544391038715 0.631132200652839 -0.0628400401077983 0.119835775019594
0.250793522923367 -0.600736306749902 -0.807022848026452 -0.142972841157154
0.0357641174038458 0.0812166476133197 -0.0945951323020948 0.301593482274405
0.0309299800284467 -0.156668881654903 -0.27962832473906 0.274593487568222
0.417804870085599 -0.395268778134263 -0.61262358750677 -0.0917608686436482
0.242826511634705 -0.0662995919897373 -0.490633872254711 0.315505902332859
0.200737685281331 -0.0745922614753579 -0.160279794410902 0.0728861019840736
0.136312404616791 -0.433191233284752 -0.572840904927955 0.785332303492312
-0.0738487263865021 0.440726053293502 0.289835831371686 0.349178536669712
-0.0636820738956969 0.201907938452823 -0.121382720267835 -0.137576600538071
0.0901942151289692 0.0237126195005605 0.225068548045064 0.460752394259227
0.106985595917978 0.118643509902135 -0.193818262713246 0.383888554852024
-0.206527038884706 0.0257685479246393 0.169804331134514 0.0219467104063929
-0.57933199480764 0.640690894477226 0.376608285278124 -0.052521867700524
-0.489517581146015 0.779981746802022 0.360387429405501 0.229227851680228
-0.0764262938698587 -0.207937063044672 0.296812399814789 0.330128708798622
-0.146730133443161 -0.0885004213631821 -0.958486808811345 0.00967174015760031
-1.08211674016465 6.85567662109332 0.785084538268731 -0.367715751897535
0.317734943161932 2.21276129815913 -0.503555815097888 -0.719030886704376
1.31262183252115 0.526235413934348 -1.40080691644616 -0.318639555317374
1.55715499666489 -1.09026587699897 -2.4546207025243 -1.00948706929439
0.889108123071334 -0.407869265544586 -1.24572269548444 -0.468797182155742
0.0258256286066724 0.976911783725658 0.543514844233374 0.196218040441532
0.509975424993984 -0.0148741596877222 -0.0413666590401288 -0.0892773321919478
1.1453365593818 -0.177087178554301 -0.511875483888671 -0.166308190734234
0.238941189660323 -1.11777376246272 -0.944664996703796 -0.552235807978995
1.49292826520207 -0.00461987898570027 -0.722787964725408 0.0222747257948966
0.0891038986324453 -0.647087991567061 -0.100707545034409 -0.609194084485242
0.770210159718219 -0.289328193493324 -0.774530189962429 0.421770779282595
-0.495412739372465 -0.419888362329072 0.00821266869071441 -0.416541638044441
-0.357366237897399 0.572342438389837 0.344630250981779 -0.217943639697501
-0.233358129926972 0.940130047045864 1.08403267532955 -0.156935402870775
0.943315879604589 0.126017865256127 -0.380968351615162 -0.225906261297532
0.542600130468423 -0.204881360764757 -0.243546187131264 -0.312097053996621
0.00345410069878138 0.256419385202651 -0.463596703115581 -0.682084984234327
-0.0924879161191645 0.0237976422970963 0.151654966490766 -0.00220413382353984
0.389101799030477 0.326479732025276 0.140223846396961 0.344803768923933
0.842236604029464 -0.457074911743043 -0.640866056868488 -0.627687024715244
